Gene stable ID	Chromosome/scaffold name	Gene Synonym	Gene type	Gene name	NCBI gene (formerly Entrezgene) ID
ENSDARG00000037589	23	c20orf11	protein_coding	gid8b	566067
ENSDARG00000037589	23	cb482	protein_coding	gid8b	566067
ENSDARG00000016505	24	zgc:63968	protein_coding	apbb1ip	393607
ENSDARG00000095533	16		protein_coding	si:ch211-198c19.3	
ENSDARG00000023040	20	si:dkey-1h6.5	protein_coding	zbtb1	407718
ENSDARG00000052188	5	si:dkey-197m14.1	protein_coding	znf541	
ENSDARG00000033367	19	fb72h01	protein_coding	rrm2b	368909
ENSDARG00000033367	19	fb93b05	protein_coding	rrm2b	368909
ENSDARG00000033367	19	si:zc215i13.5	protein_coding	rrm2b	368909
ENSDARG00000033367	19	wu:fb72h01	protein_coding	rrm2b	368909
ENSDARG00000033367	19	wu:fb93b05	protein_coding	rrm2b	368909
ENSDARG00000095732	18	si:ch211-212o1.3	protein_coding	znf423	
ENSDARG00000095732	18	wu:fc95d03	protein_coding	znf423	
ENSDARG00000062511	5	si:dkey-215k6.6	protein_coding	golga3	570879
ENSDARG00000094145	9	si:dkey-83m22.16	protein_coding	pimr143	
ENSDARG00000021466	25	im:7153062	protein_coding	ireb2	652982
ENSDARG00000021466	25	IRP2	protein_coding	ireb2	652982
ENSDARG00000037980	3	cb162	protein_coding	elob	192341
ENSDARG00000037980	3	tceb2	protein_coding	elob	192341
ENSDARG00000037980	3	wu:fb47e08	protein_coding	elob	192341
ENSDARG00000096518	12		lincRNA	CT033796.2	
ENSDARG00000061140	2	cb377	protein_coding	colec12	558942
ENSDARG00000061140	2	hm:zeh0853	protein_coding	colec12	558942
ENSDARG00000061140	2	id:ibd2826	protein_coding	colec12	558942
ENSDARG00000061140	2	sb:cb377	protein_coding	colec12	558942
ENSDARG00000061140	2	si:ch211-212m21.5	protein_coding	colec12	558942
ENSDARG00000061140	2	zCL-P1	protein_coding	colec12	558942
ENSDARG00000061140	2	zeh0853	protein_coding	colec12	558942
ENSDARG00000008029	20	MEP1Ac	protein_coding	mep1a.2	565535
ENSDARG00000008029	20	si:dkey-30j22.6	protein_coding	mep1a.2	565535
ENSDARG00000096975	25		protein_coding	si:dkeyp-93a5.3	571565
ENSDARG00000096760	12		protein_coding	si:rp71-1c10.8	100538216
ENSDARG00000026476	5	fb98f09	protein_coding	tia1l	323447
ENSDARG00000026476	5	wu:fb98f09	protein_coding	tia1l	323447
ENSDARG00000026476	5	zgc:76917	protein_coding	tia1l	323447
ENSDARG00000097389	9		antisense	BX530407.4	
ENSDARG00000005789	20	dgf	protein_coding	enpp1	562399
ENSDARG00000005789	20	si:ch211-142e24.2	protein_coding	enpp1	562399
ENSDARG00000005789	20	zgc:136238	protein_coding	enpp1	562399
ENSDARG00000053668	14	fc17g12	protein_coding	stag2b	560751
ENSDARG00000053668	14	wu:fc17g12	protein_coding	stag2b	560751
ENSDARG00000076419	8		protein_coding	si:dkeyp-117b11.2	100536595
ENSDARG00000116394	10		protein_coding	BX548044.8	101882006
ENSDARG00000086245	14		protein_coding	si:dkeyp-121d2.7	100536535
ENSDARG00000101060	14	acrc	protein_coding	gcna	541448
ENSDARG00000101060	14	zgc:113346	protein_coding	gcna	541448
ENSDARG00000076238	24	fe11c03	protein_coding	gramd1c	563054
ENSDARG00000076238	24	im:6904950	protein_coding	gramd1c	563054
ENSDARG00000076238	24	si:ch73-93k15.2	protein_coding	gramd1c	563054
ENSDARG00000076238	24	wu:fe11c03	protein_coding	gramd1c	563054
ENSDARG00000088743	10		protein_coding	zgc:174193	110437759
ENSDARG00000014871	3	syngr3	protein_coding	syngr3a	553617
ENSDARG00000014871	3	zgc:110406	protein_coding	syngr3a	553617
ENSDARG00000057987	11	ube1c	protein_coding	uba3	406776
ENSDARG00000057987	11	wu:fb75e04	protein_coding	uba3	406776
ENSDARG00000057987	11	wu:fc37b11	protein_coding	uba3	406776
ENSDARG00000057987	11	zgc:55528	protein_coding	uba3	406776
ENSDARG00000098818	7		protein_coding	si:dkey-58i8.5	100329858
ENSDARG00000095776	2	hccsal	protein_coding	hccsa.2	
ENSDARG00000073665	10	si:dkey-169a9.2	protein_coding	rasa1b	564822
ENSDARG00000100653	4		protein_coding	si:dkeyp-82b4.6	
ENSDARG00000087645	4	si:ch211-234c11.1	protein_coding	znf1064	110439525
ENSDARG00000009499	20	si:ch211-225l4.1	protein_coding	syne1a	569553
ENSDARG00000009499	20	si:ch211-87a14.2	protein_coding	syne1a	569553
ENSDARG00000009499	20	wu:fc76h10	protein_coding	syne1a	569553
ENSDARG00000006588	1	fi32a11	protein_coding	zgc:111983	550501
ENSDARG00000006588	1	wu:fb09a02	protein_coding	zgc:111983	550501
ENSDARG00000006588	1	wu:fi32a11	protein_coding	zgc:111983	550501
ENSDARG00000006588	1	zgc:56382	protein_coding	zgc:111983	550501
ENSDARG00000043646	8	chot1	protein_coding	slc6a8	567544
ENSDARG00000043646	8	ct1	protein_coding	slc6a8	567544
ENSDARG00000055520	24	zgc:162037	protein_coding	ftr61	570050
ENSDARG00000027915	24	fam164a	protein_coding	zc2hc1a	324412
ENSDARG00000027915	24	fc28a05	protein_coding	zc2hc1a	324412
ENSDARG00000027915	24	wu:fc28a05	protein_coding	zc2hc1a	324412
ENSDARG00000027915	24	zgc:63810	protein_coding	zc2hc1a	324412
ENSDARG00000060101	17	ttc15	protein_coding	trappc12	791162
ENSDARG00000060101	17	zgc:158466	protein_coding	trappc12	791162
ENSDARG00000042905	8	wu:fb94f08	protein_coding	rpl10a	323305
ENSDARG00000042905	8	zgc:73082	protein_coding	rpl10a	323305
ENSDARG00000042905	8	zgc:86881	protein_coding	rpl10a	323305
ENSDARG00000101760	4	si:ch211-229l10.12	protein_coding	znf1016	
ENSDARG00000078611	8	si:dkey-267j14.6	protein_coding	lrriq3	
ENSDARG00000055679	12	zgc:158782	protein_coding	mto1	100009640
ENSDARG00000115302	10	si:dkey-10b15.15	protein_coding	pimr146	108191494
ENSDARG00000115302	10	si:dkey-10b15.15	protein_coding	pimr146	110438861
ENSDARG00000005814	17		protein_coding	klhl10a	100333629
ENSDARG00000077198	1	si:dkey-26i13.10	protein_coding	chst12b	
ENSDARG00000031768	25	gb:dq017624	protein_coding	roraa	564951
ENSDARG00000031768	25	NR1F1-B	protein_coding	roraa	564951
ENSDARG00000031768	25	rora	protein_coding	roraa	564951
ENSDARG00000031768	25	rora2	protein_coding	roraa	564951
ENSDARG00000031768	25	RORalpha-B	protein_coding	roraa	564951
ENSDARG00000055232	8	zgc:154105	protein_coding	fancc	692127
ENSDARG00000014854	17	si:dkey-21a6.4	protein_coding	reep1	799901
ENSDARG00000070623	19	png	protein_coding	med10	550394
ENSDARG00000070623	19	ten	protein_coding	med10	550394
ENSDARG00000070623	19	tennis match	protein_coding	med10	550394
ENSDARG00000070623	19	zgc:112222	protein_coding	med10	550394
ENSDARG00000092826	10		processed_transcript	BX248511.1	
ENSDARG00000042139	8	zgc:110694	protein_coding	fpgt	553792
ENSDARG00000008880	21	im:7138195	protein_coding	usp28	567050
ENSDARG00000057276	6	iqca	protein_coding	iqca1	553364
ENSDARG00000057276	6	si:dkey-96h14.1	protein_coding	iqca1	553364
ENSDARG00000010276	20	Cox-2b	protein_coding	ptgs2b	559020
ENSDARG00000010276	20	si:dkey-97o5.6	protein_coding	ptgs2b	559020
ENSDARG00000098496	2	si:busm1-1c23.14	TR_V_gene	tradv25.0.1	
ENSDARG00000098496	2	si:ch211-106g8.10	TR_V_gene	tradv25.0.1	
ENSDARG00000098496	2	si:dz1c23.14	TR_V_gene	tradv25.0.1	
ENSDARG00000098496	2	TCR-alpha	TR_V_gene	tradv25.0.1	
ENSDARG00000098496	2	V segment	TR_V_gene	tradv25.0.1	
ENSDARG00000094713	10		processed_pseudogene	BX548044.6	103911769
ENSDARG00000055226	7	unm t30713	protein_coding	slc7a7	641560
ENSDARG00000055226	7	unm_t30713	protein_coding	slc7a7	641560
ENSDARG00000055226	7	zgc:123300	protein_coding	slc7a7	641560
ENSDARG00000014803	1	crystallin beta A1c	protein_coding	cryba1l2	449792
ENSDARG00000014803	1	zgc:101859	protein_coding	cryba1l2	449792
ENSDARG00000093547	5		protein_coding	si:dkey-111e8.4	793802
ENSDARG00000038222	2	zgc:92277	protein_coding	tyw3	436884
ENSDARG00000094449	2		processed_transcript	BX511231.1	
ENSDARG00000097217	17		protein_coding	si:dkey-229e3.2	561960
ENSDARG00000103980	10	wu:fe02h08	protein_coding	ets2	326672
ENSDARG00000103980	10	wu:fk74c05	protein_coding	ets2	326672
ENSDARG00000103980	10	zgc:92106	protein_coding	ets2	326672
ENSDARG00000087229	12	zgc:56575	protein_coding	exoc7	406723
ENSDARG00000034717	4	si:dkeyp-15g12.1	protein_coding	def6c	563690
ENSDARG00000039346	4	zgc:114172	protein_coding	ndufa5	541328
ENSDARG00000093428	9		processed_transcript	CT027825.1	
ENSDARG00000068819	10		unprocessed_pseudogene	BX548044.2	560917
ENSDARG00000100777	4		protein_coding	si:ch211-238e22.7	
ENSDARG00000094821	22		protein_coding	si:ch73-44m9.2	
ENSDARG00000060849	23	dlgap4	protein_coding	dlgap4a	
ENSDARG00000060849	23	zgc:171808	protein_coding	dlgap4a	
ENSDARG00000054829	7	im:7147158	protein_coding	pik3c3	548346
ENSDARG00000054829	7	wu:fc13g06	protein_coding	pik3c3	548346
ENSDARG00000054829	7	wu:fz51e12	protein_coding	pik3c3	548346
ENSDARG00000054829	7	zgc:112016	protein_coding	pik3c3	548346
ENSDARG00000054829	7	zgc:113009	protein_coding	pik3c3	548346
ENSDARG00000062924	13	si:dkey-265c15.3	protein_coding	si:ch211-243o19.4	100141366
ENSDARG00000001889	23	tuba1l2	protein_coding	tuba1a	573216
ENSDARG00000001889	23	wu:fb37a10	protein_coding	tuba1a	573216
ENSDARG00000061749	21	si:dkeyp-14b8.6	protein_coding	htr3b	
ENSDARG00000070826	25	zgc:92230	protein_coding	bpgm	436903
ENSDARG00000076828	1	zgc:194093	protein_coding	zgc:194101	798684
ENSDARG00000094685	8		protein_coding	si:dkey-267j14.7	
ENSDARG00000097415	2	si:ch211-215b16.6	protein_coding	lrrc53	101882576
ENSDARG00000010300	9	eli	protein_coding	traf3ip1	393572
ENSDARG00000010300	9	elipsa	protein_coding	traf3ip1	393572
ENSDARG00000010300	9	mipt3	protein_coding	traf3ip1	393572
ENSDARG00000010300	9	zgc:63522	protein_coding	traf3ip1	393572
ENSDARG00000100637	2	si:busm1-1c23.13	TR_V_gene	tradv26.0	
ENSDARG00000100637	2	si:ch211-106g8.41	TR_V_gene	tradv26.0	
ENSDARG00000100637	2	si:dz1c23.13	TR_V_gene	tradv26.0	
ENSDARG00000100637	2	TCR-alpha	TR_V_gene	tradv26.0	
ENSDARG00000100637	2	V segment	TR_V_gene	tradv26.0	
ENSDARG00000016818	1		protein_coding	abcg2d	735310
ENSDARG00000092625	10		protein_coding	zgc:174193	560031
ENSDARG00000052695	5	COUP(VI)	protein_coding	nr2f1a	30418
ENSDARG00000052695	5	couptf6	protein_coding	nr2f1a	30418
ENSDARG00000052695	5	COUPTFalpha-A	protein_coding	nr2f1a	30418
ENSDARG00000052695	5	etID309751.5	protein_coding	nr2f1a	30418
ENSDARG00000052695	5	nr2f1	protein_coding	nr2f1a	30418
ENSDARG00000052695	5	seven-up related 44	protein_coding	nr2f1a	30418
ENSDARG00000052695	5	svp44	protein_coding	nr2f1a	30418
ENSDARG00000052695	5	wu:fc10d05	protein_coding	nr2f1a	30418
ENSDARG00000100345	2	si:busm1-1c23.12	TR_V_gene	tradv24.0.3	
ENSDARG00000100345	2	si:ch211-106g8.32	TR_V_gene	tradv24.0.3	
ENSDARG00000100345	2	si:dz1c23.12	TR_V_gene	tradv24.0.3	
ENSDARG00000100345	2	TCR-alpha	TR_V_gene	tradv24.0.3	
ENSDARG00000100345	2	V segment	TR_V_gene	tradv24.0.3	
ENSDARG00000093091	18	si:ch211-11f8.2	protein_coding	iqsec3b	555340
ENSDARG00000019752	5	zgc:73336	protein_coding	rom1a	393767
ENSDARG00000019752	5	zgc:77401	protein_coding	rom1a	393767
ENSDARG00000017316	13	zgc:114117	protein_coding	bag5	569580
ENSDARG00000040640	22		protein_coding	si:ch73-44m9.3	101883645
ENSDARG00000079307	23		protein_coding	si:dkey-205h13.1	559970
ENSDARG00000077054	14	fam198b	protein_coding	gask1b	566369
ENSDARG00000099038	23	si:dkey-79l8.1	protein_coding	kcng1	796774
ENSDARG00000099038	23	zgc:172103	protein_coding	kcng1	796774
ENSDARG00000078599	1	efha2	protein_coding	micu3a	559552
ENSDARG00000078599	1	efha2a	protein_coding	micu3a	559552
ENSDARG00000045367	23	cb944	protein_coding	tuba1b	373080
ENSDARG00000045367	23	fb22g06	protein_coding	tuba1b	373080
ENSDARG00000045367	23	tuba1	protein_coding	tuba1b	373080
ENSDARG00000045367	23	wu:fb22g06	protein_coding	tuba1b	373080
ENSDARG00000053113	11	im:7150926	protein_coding	ly75	504036
ENSDARG00000053113	11	si:dkey-78p20.2	protein_coding	ly75	504036
ENSDARG00000077115	22		protein_coding	si:ch73-44m9.1	101883526
ENSDARG00000043077	22	sb:eu276	protein_coding	nisch	553087
ENSDARG00000043077	22	si:ch1073-288d12.1	protein_coding	nisch	553087
ENSDARG00000043077	22	si:ch211-103f16.1	protein_coding	nisch	553087
ENSDARG00000076170	8	proSAAS	protein_coding	pcsk1nl	570305
ENSDARG00000076170	8	uo:ion003	protein_coding	pcsk1nl	570305
ENSDARG00000076170	8	wu:fj32g06	protein_coding	pcsk1nl	570305
ENSDARG00000109890	10	si:dkey-10b15.18	protein_coding	pimr145	562179
ENSDARG00000109890	10	si:dkey-10b15.18	protein_coding	pimr145	100333446
ENSDARG00000109890	10	si:dkey-10b15.18	protein_coding	pimr145	108191494
ENSDARG00000006202	6	erbb3	protein_coding	erbb3a	386635
ENSDARG00000006202	6	im:7148890	protein_coding	erbb3a	386635
ENSDARG00000006202	6	si:dz150i12.1	protein_coding	erbb3a	386635
ENSDARG00000061634	15	zgc:158614	protein_coding	aifm4	791218
ENSDARG00000041402	20	si:dkey-199i12.4	protein_coding	zc3h14	562846
ENSDARG00000041402	20	zgc:136266	protein_coding	zc3h14	562846
ENSDARG00000099027	2	si:busm1-1c23.11	TR_V_gene	tradv25.0.2	
ENSDARG00000099027	2	si:ch211-106g8.8	TR_V_gene	tradv25.0.2	
ENSDARG00000099027	2	si:dz1c23.11	TR_V_gene	tradv25.0.2	
ENSDARG00000099027	2	TCR-alpha	TR_V_gene	tradv25.0.2	
ENSDARG00000099027	2	V segment	TR_V_gene	tradv25.0.2	
ENSDARG00000097052	9		antisense	FP236594.1	
ENSDARG00000026489	1	fc10e10	protein_coding	khsrp	573145
ENSDARG00000026489	1	fc94c12	protein_coding	khsrp	573145
ENSDARG00000026489	1	sb:eu1000	protein_coding	khsrp	573145
ENSDARG00000026489	1	sb:eu1001	protein_coding	khsrp	573145
ENSDARG00000026489	1	wu:fb25b12	protein_coding	khsrp	573145
ENSDARG00000026489	1	wu:fc10e10	protein_coding	khsrp	573145
ENSDARG00000026489	1	wu:fc94c12	protein_coding	khsrp	573145
ENSDARG00000026489	1	zgc:163038	protein_coding	khsrp	573145
ENSDARG00000011652	9	ftr52	protein_coding	ftr52p	
ENSDARG00000008884	14	id:ibd1344	protein_coding	hprt1	406259
ENSDARG00000008884	14	id:ibd5108	protein_coding	hprt1	406259
ENSDARG00000008884	14	wu:fc10g09	protein_coding	hprt1	406259
ENSDARG00000008884	14	zgc:56221	protein_coding	hprt1	406259
ENSDARG00000008884	14	zgc:86608	protein_coding	hprt1	406259
ENSDARG00000078966	22	zgc:175165	protein_coding	rbm15b	100136872
ENSDARG00000035963	7	zgc:194827	protein_coding	ccdc96	559167
ENSDARG00000035963	7	zgc:194851	protein_coding	ccdc96	559167
ENSDARG00000093041	4		protein_coding	si:ch211-234c11.2	100330526
ENSDARG00000099831	7		lincRNA	BX005396.2	108190697
ENSDARG00000069946	1	fl20e08	protein_coding	itga6b	541320
ENSDARG00000069946	1	si:dkey-18j14.1	protein_coding	itga6b	541320
ENSDARG00000069946	1	wu:fl20e08	protein_coding	itga6b	541320
ENSDARG00000069946	1	zgc:113088	protein_coding	itga6b	541320
ENSDARG00000089388	2	si:ch211-150h8.9	protein_coding	ftr35	100005754
ENSDARG00000094260	8		processed_transcript	CR388077.1	
ENSDARG00000075886	2	si:ch211-224b1.6	protein_coding	vwa5b2	101882427
ENSDARG00000001734	22	zgc:77672	protein_coding	fkbp8	393858
ENSDARG00000068945	9		processed_transcript	BX897692.1	
ENSDARG00000063161	10	zgc:165355	protein_coding	ppwd1	100000660
ENSDARG00000042296	19	dlx4	protein_coding	dlx5a	30569
ENSDARG00000042296	19	zgc:101787	protein_coding	dlx5a	30569
ENSDARG00000010146	25	zgc:92530	protein_coding	cpa2	445052
ENSDARG00000093522	10		unprocessed_pseudogene	BX548044.5	
ENSDARG00000103507	15	si:dkey-26o16.6	protein_coding	n4bp2l2	565380
ENSDARG00000096917	22		protein_coding	si:ch211-227m13.1	
ENSDARG00000074308	8	fam211ba	protein_coding	lrrc75ba	101885211
ENSDARG00000074308	8	si:ch211-286e11.2	protein_coding	lrrc75ba	101885211
ENSDARG00000070100	7		protein_coding	si:ch211-168d1.3	101882011
ENSDARG00000079631	1		protein_coding	si:ch211-113e8.10	555616
ENSDARG00000092300	19		antisense	CT574549.1	
ENSDARG00000058179	6	CXCR7	protein_coding	ackr3b	561050
ENSDARG00000058179	6	cxcr7b	protein_coding	ackr3b	561050
ENSDARG00000058179	6	drRDC1b	protein_coding	ackr3b	561050
ENSDARG00000058179	6	sb:cb900	protein_coding	ackr3b	561050
ENSDARG00000058179	6	si:dkey-96h14.2	protein_coding	ackr3b	561050
ENSDARG00000095087	1		processed_transcript	CU928069.1	
ENSDARG00000070589	17	zgc:153670	protein_coding	mrpl35	767758
ENSDARG00000041858	8		protein_coding	ren	405786
ENSDARG00000008816	13	cb622	protein_coding	glud1a	317737
ENSDARG00000008816	13	glud1	protein_coding	glud1a	317737
ENSDARG00000008816	13	wu:fc33g09	protein_coding	glud1a	317737
ENSDARG00000008816	13	wu:fc66a10	protein_coding	glud1a	317737
ENSDARG00000054748	15	zgc:162271	protein_coding	cuedc1b	556847
ENSDARG00000029457	22	cacna1s	protein_coding	cacna1sa	570683
ENSDARG00000029457	22	cav1.1a1sa	protein_coding	cacna1sa	570683
ENSDARG00000068800	10		unprocessed_pseudogene	BX548044.1	
ENSDARG00000099408	22		processed_transcript	BX640537.1	
ENSDARG00000058327	21	sb:eu489	protein_coding	neu3.3	555206
ENSDARG00000058327	21	zgc:153998	protein_coding	neu3.3	555206
ENSDARG00000091628	2	si:dkey-97a13.9	protein_coding	cspp1b	570598
ENSDARG00000054950	3	fam86a	protein_coding	eef2kmt	450038
ENSDARG00000054950	3	zgc:101751	protein_coding	eef2kmt	450038
ENSDARG00000061052	10	fc12g03	protein_coding	nipblb	794108
ENSDARG00000061052	10	nipbl	protein_coding	nipblb	794108
ENSDARG00000061052	10	wu:fc12g03	protein_coding	nipblb	794108
ENSDARG00000061052	10	wu:fi33d08	protein_coding	nipblb	794108
ENSDARG00000004396	2	zgc:101733	protein_coding	b3gnt5b	791470
ENSDARG00000041998	9		protein_coding	zgc:113337	503741
ENSDARG00000077572	19		protein_coding	si:ch211-193k19.2	100034574
ENSDARG00000101648	19		antisense	CU929240.1	
ENSDARG00000095054	10	si:dkey-10b15.19	protein_coding	pimr148	108191539
ENSDARG00000042291	19	dlx6	protein_coding	dlx6a	30586
ENSDARG00000093960	5		protein_coding	si:dkey-111e8.5	566993
ENSDARG00000099206	15		antisense	CR855379.1	
ENSDARG00000092167	7		protein_coding	si:ch211-272h9.5	
ENSDARG00000098897	15		protein_coding	pds5b	565592
ENSDARG00000052375	1		protein_coding	zgc:66455	393502
ENSDARG00000098865	10		unprocessed_pseudogene	BX548044.7	110438866
ENSDARG00000024846	9	zgc:56319	protein_coding	cops8	393198
ENSDARG00000024846	9	zgc:86840	protein_coding	cops8	393198
ENSDARG00000096610	1		processed_transcript	CU929161.1	
ENSDARG00000041951	18	fd10b07	protein_coding	selenoo1	558648
ENSDARG00000041951	18	selo	protein_coding	selenoo1	558648
ENSDARG00000041951	18	si:ch211-15i6.2	protein_coding	selenoo1	558648
ENSDARG00000041951	18	wu:fd10b07	protein_coding	selenoo1	558648
ENSDARG00000075217	25	si:ch1073-415n3.1	protein_coding	tdrd12	100334979
ENSDARG00000079654	19	SIAT4-r1	protein_coding	st3gal1	553279
ENSDARG00000079654	19	st3gal1-r1	protein_coding	st3gal1	553279
ENSDARG00000027710	12		protein_coding	btbd16	565632
ENSDARG00000105730	15	Dr3OR15.3	protein_coding	or128-1	100147774
ENSDARG00000070423	20		protein_coding	zgc:153157	751674
ENSDARG00000038686	13		protein_coding	SHLD2	100149820
ENSDARG00000076889	17	garnl1	protein_coding	ralgapa1	556427
ENSDARG00000076889	17	tulip1	protein_coding	ralgapa1	556427
ENSDARG00000058452	7	fam108c1	protein_coding	abhd17c	393126
ENSDARG00000058452	7	zgc:55468	protein_coding	abhd17c	393126
ENSDARG00000109962	10	si:dkey-271n12.2	protein_coding	pimr167	562179
ENSDARG00000109962	10	si:dkey-271n12.2	protein_coding	pimr167	100333446
ENSDARG00000109962	10	si:dkey-271n12.2	protein_coding	pimr167	110438861
ENSDARG00000095933	22		lincRNA	CU856621.1	
ENSDARG00000100388	19	si:ch73-359m17.1	protein_coding	abhd5b	100329433
ENSDARG00000100742	10	fb02g04	protein_coding	reep5	337237
ENSDARG00000100742	10	wu:fb02g04	protein_coding	reep5	337237
ENSDARG00000100742	10	zgc:73197	protein_coding	reep5	337237
ENSDARG00000091929	15	Dr3OR15.2	protein_coding	or126-1	100149536
ENSDARG00000091929	15	olfr	protein_coding	or126-1	100149536
ENSDARG00000091929	15	or1.1	protein_coding	or126-1	100149536
ENSDARG00000091929	15	receptor 1	protein_coding	or126-1	100149536
ENSDARG00000071082	17	p4ha1	protein_coding	p4ha1b	100003675
ENSDARG00000071082	17	wu:fc69d06	protein_coding	p4ha1b	100003675
ENSDARG00000071082	17	wu:fi27h11	protein_coding	p4ha1b	100003675
ENSDARG00000071082	17	zgc:56058	protein_coding	p4ha1b	100003675
ENSDARG00000031817	1	trim2	protein_coding	trim2a	100003782
ENSDARG00000031817	1	zgc:113099	protein_coding	trim2a	100003782
ENSDARG00000075345	3		protein_coding	C3H16orf89	566173
ENSDARG00000042004	11	fb16e03	protein_coding	nfya	83915
ENSDARG00000042004	11	ik:tdsubc_2b6	protein_coding	nfya	83915
ENSDARG00000042004	11	tdsubc_2b6	protein_coding	nfya	83915
ENSDARG00000042004	11	wu:fb16e03	protein_coding	nfya	83915
ENSDARG00000042004	11	xx:tdsubc_2b6	protein_coding	nfya	83915
ENSDARG00000088736	12	zmp:0000000939	protein_coding	si:ch211-250n8.1	100001306
ENSDARG00000063370	23	fm82b06	protein_coding	sgk2a	570956
ENSDARG00000063370	23	sgk2	protein_coding	sgk2a	570956
ENSDARG00000063370	23	wu:fm82b06	protein_coding	sgk2a	570956
ENSDARG00000063370	23	zgc:172111	protein_coding	sgk2a	570956
ENSDARG00000063370	23	zgc:198213	protein_coding	sgk2a	570956
ENSDARG00000093537	9		processed_transcript	BX539321.1	
ENSDARG00000093615	4		protein_coding	si:ch211-234c11.3	
ENSDARG00000062374	16	fi23e07	protein_coding	leng9	768155
ENSDARG00000062374	16	wu:fi23e07	protein_coding	leng9	768155
ENSDARG00000062374	16	zgc:154073	protein_coding	leng9	768155
ENSDARG00000002165	24	fk89d05	protein_coding	psme1	30648
ENSDARG00000002165	24	pA23-a	protein_coding	psme1	30648
ENSDARG00000002165	24	wu:fk89d05	protein_coding	psme1	30648
ENSDARG00000038553	2		processed_pseudogene	BX890608.1	
ENSDARG00000094857	17	cb684	protein_coding	dio2	352937
ENSDARG00000094857	17	D2	protein_coding	dio2	352937
ENSDARG00000094857	17	Deio2	protein_coding	dio2	352937
ENSDARG00000061895	15	wu:fe14d02	protein_coding	usp32	557981
ENSDARG00000038801	2	fc33f09	protein_coding	klhl20	406274
ENSDARG00000038801	2	wu:fc33f09	protein_coding	klhl20	406274
ENSDARG00000038801	2	zgc:66288	protein_coding	klhl20	406274
ENSDARG00000071493	24	olfm3	protein_coding	olfm3a	563182
ENSDARG00000071493	24	zgc:171621	protein_coding	olfm3a	563182
ENSDARG00000014623	22	CMA1	protein_coding	si:ch211-212d10.1	557566
ENSDARG00000018296	9	si:dkey-57a22.7	protein_coding	rev1	570043
ENSDARG00000044044	10	rassf2	protein_coding	rassf2b	100006341
ENSDARG00000044044	10	rassf2l	protein_coding	rassf2b	100006341
ENSDARG00000044044	10	zgc:91855	protein_coding	rassf2b	100006341
ENSDARG00000051798	25	zgc:158610	protein_coding	brd1b	100009661
ENSDARG00000077764	6	faah1	protein_coding	faah	569067
ENSDARG00000077764	6	si:zfos-1404b8.2	protein_coding	faah	569067
ENSDARG00000090177	10		unprocessed_pseudogene	BX548044.3	
ENSDARG00000094443	4	si:dkey-40n15.2	protein_coding	znf1036	
ENSDARG00000103876	2	si:ch211-106g8.40	TR_V_gene	tradv23.0.1	
ENSDARG00000043648	8	si:dkey-7i23.2	protein_coding	pnck	567480
ENSDARG00000014875	6	zgc:136560	protein_coding	abi2b	692331
ENSDARG00000068187	7	fd15f08	protein_coding	spg7	794740
ENSDARG00000068187	7	wu:fd15f08	protein_coding	spg7	794740
ENSDARG00000117202	10	si:dkey-10b15.14	protein_coding	pimr144	793500
ENSDARG00000117202	10	si:dkey-10b15.14	protein_coding	pimr144	108191539
ENSDARG00000117202	10	si:dkey-10b15.14	protein_coding	pimr144	110438859
ENSDARG00000021497	17	si:dkey-43a14.2	protein_coding	gpr132a	797380
ENSDARG00000060372	23	si:dkey-164k14.1	protein_coding	plxna2	561285
ENSDARG00000101606	16	rims2	protein_coding	rims2a	393672
ENSDARG00000101606	16	zgc:73064	protein_coding	rims2a	393672
ENSDARG00000086685	9	MuRF1B	protein_coding	trim63b	394070
ENSDARG00000086685	9	zgc:56376	protein_coding	trim63b	394070
ENSDARG00000068246	7	she	protein_coding	plcb3	100001532
ENSDARG00000068246	7	si:ch211-188c22.1	protein_coding	plcb3	100001532
ENSDARG00000068246	7	si:zc188c22.1	protein_coding	plcb3	100001532
ENSDARG00000068246	7	wu:fl04b08	protein_coding	plcb3	100001532
ENSDARG00000096266	3		antisense	BX510989.1	
ENSDARG00000061030	15	vezf1	protein_coding	vezf1b	556915
ENSDARG00000061030	15	zgc:153453	protein_coding	vezf1b	556915
ENSDARG00000000935	12	zc3h5	protein_coding	unk	393205
ENSDARG00000000935	12	zc3hdc5	protein_coding	unk	393205
ENSDARG00000000935	12	zgc:55407	protein_coding	unk	393205
ENSDARG00000069254	7	DrM4A	protein_coding	chrm4a	100150701
ENSDARG00000069254	7	wu:fk59h03	protein_coding	chrm4a	100150701
ENSDARG00000098235	9	wu:fi39h10	protein_coding	actr5	406809
ENSDARG00000098235	9	zgc:63743	protein_coding	actr5	406809
ENSDARG00000007678	1	fj56f11	protein_coding	ttyh3b	798421
ENSDARG00000007678	1	wu:fj56f11	protein_coding	ttyh3b	798421
ENSDARG00000007678	1	zgc:123242	protein_coding	ttyh3b	798421
ENSDARG00000095861	23		protein_coding	si:ch1073-441p17.1	
ENSDARG00000105117	21	chunp6864	protein_coding	sdad1	286746
ENSDARG00000105117	21	fa94e12	protein_coding	sdad1	286746
ENSDARG00000105117	21	flj10498	protein_coding	sdad1	286746
ENSDARG00000105117	21	wu:fa94e12	protein_coding	sdad1	286746
ENSDARG00000053362	7	im:7137994	protein_coding	cilp	553329
