Gene stable ID	Gene name	Chromosome/scaffold name	Gene Synonym	Gene type	NCBI gene (formerly Entrezgene) ID
FBgn0085288	CG34259	3L	CG34259	protein_coding	5740507
FBgn0085288	CG34259	3L	CG34259	protein_coding	5740507
FBgn0085288	CG34259	3L	CG34259	protein_coding	5740507
FBgn0259701	CG42355	3L	CG42355	protein_coding	317969
FBgn0259701	CG42355	3L	CG42355	protein_coding	317969
FBgn0259701	CG42355	3L	CG42355	protein_coding	317969
FBgn0086906	sls	3L	sls	protein_coding	44013
FBgn0086906	sls	3L	sls	protein_coding	44013
FBgn0086906	sls	3L	sls	protein_coding	44013
FBgn0262107	asRNA:CR42860	3L	asRNA:CR42860	ncRNA	10178962
FBgn0262107	asRNA:CR42860	3L	asRNA:CR42860	ncRNA	10178962
FBgn0262107	asRNA:CR42860	3L	asRNA:CR42860	ncRNA	10178962
FBgn0052311	zormin	3L	zormin	protein_coding	2769001
FBgn0052311	zormin	3L	zormin	protein_coding	2769001
FBgn0052311	zormin	3L	zormin	protein_coding	2769001
FBgn0267452	asRNA:CR45802	3L	asRNA:CR45802	ncRNA	26067132
FBgn0267452	asRNA:CR45802	3L	asRNA:CR45802	ncRNA	26067132
FBgn0267452	asRNA:CR45802	3L	asRNA:CR45802	ncRNA	26067132
FBgn0035308	CG15822	3L	CG15822	protein_coding	38273
FBgn0035308	CG15822	3L	CG15822	protein_coding	38273
FBgn0035308	CG15822	3L	CG15822	protein_coding	38273
FBgn0035309	CG15879	3L	CG15879	protein_coding	38274
FBgn0035309	CG15879	3L	CG15879	protein_coding	38274
FBgn0035309	CG15879	3L	CG15879	protein_coding	38274
FBgn0026570	CG5704	3L	CG5704	protein_coding	48613
FBgn0026570	CG5704	3L	CG5704	protein_coding	48613
FBgn0026570	CG5704	3L	CG5704	protein_coding	48613
FBgn0035311	CR15821	3L	CR15821	pseudogene	
FBgn0035311	CR15821	3L	CR15821	pseudogene	
FBgn0035311	CR15821	3L	CR15821	pseudogene	
FBgn0035312	CG15820	3L	CG15820	protein_coding	38277
FBgn0035312	CG15820	3L	CG15820	protein_coding	38277
FBgn0035312	CG15820	3L	CG15820	protein_coding	38277
FBgn0035313	CG13810	3L	CG13810	protein_coding	38278
FBgn0035313	CG13810	3L	CG13810	protein_coding	38278
FBgn0035313	CG13810	3L	CG13810	protein_coding	38278
FBgn0026593	CG5707	3L	CG5707	protein_coding	48422
FBgn0026593	CG5707	3L	CG5707	protein_coding	48422
FBgn0026593	CG5707	3L	CG5707	protein_coding	48422
FBgn0035315	CG8960	3L	CG8960	protein_coding	38280
FBgn0035315	CG8960	3L	CG8960	protein_coding	38280
FBgn0035315	CG8960	3L	CG8960	protein_coding	38280
FBgn0035316	CG15878	3L	CG15878	protein_coding	38281
FBgn0035316	CG15878	3L	CG15878	protein_coding	38281
FBgn0035316	CG15878	3L	CG15878	protein_coding	38281
FBgn0035317	Oseg2	3L	Oseg2	protein_coding	38282
FBgn0035317	Oseg2	3L	Oseg2	protein_coding	38282
FBgn0035317	Oseg2	3L	Oseg2	protein_coding	38282
FBgn0035318	CG9018	3L	CG9018	protein_coding	38283
FBgn0035318	CG9018	3L	CG9018	protein_coding	38283
FBgn0035318	CG9018	3L	CG9018	protein_coding	38283
FBgn0040507	ACXD	3L	ACXD	protein_coding	38284
FBgn0040507	ACXD	3L	ACXD	protein_coding	38284
FBgn0040507	ACXD	3L	ACXD	protein_coding	38284
FBgn0052301	CG32301	3L	CG32301	protein_coding	38285
FBgn0052301	CG32301	3L	CG32301	protein_coding	38285
FBgn0052301	CG32301	3L	CG32301	protein_coding	38285
FBgn0052305	CG32305	3L	CG32305	protein_coding	317967
FBgn0052305	CG32305	3L	CG32305	protein_coding	317967
FBgn0052305	CG32305	3L	CG32305	protein_coding	317967
FBgn0035321	CG1275	3L	CG1275	protein_coding	38286
FBgn0035321	CG1275	3L	CG1275	protein_coding	38286
FBgn0035321	CG1275	3L	CG1275	protein_coding	38286
FBgn0015359	CG2034	3L	CG2034	protein_coding	38287
FBgn0015359	CG2034	3L	CG2034	protein_coding	38287
FBgn0015359	CG2034	3L	CG2034	protein_coding	38287
FBgn0015360	oxt	3L	oxt	protein_coding	38288
FBgn0015360	oxt	3L	oxt	protein_coding	38288
FBgn0015360	oxt	3L	oxt	protein_coding	38288
FBgn0035323	CG13807	3L	CG13807	protein_coding	38290
FBgn0035323	CG13807	3L	CG13807	protein_coding	38290
FBgn0035323	CG13807	3L	CG13807	protein_coding	38290
FBgn0000543	ecd	3L	ecd	protein_coding	38291
FBgn0000543	ecd	3L	ecd	protein_coding	38291
FBgn0000543	ecd	3L	ecd	protein_coding	38291
FBgn0035325	CG13806	3L	CG13806	protein_coding	38292
FBgn0035325	CG13806	3L	CG13806	protein_coding	38292
FBgn0035325	CG13806	3L	CG13806	protein_coding	38292
FBgn0267479	asRNA:CR45829	3L	asRNA:CR45829	ncRNA	26067157
FBgn0267479	asRNA:CR45829	3L	asRNA:CR45829	ncRNA	26067157
FBgn0267479	asRNA:CR45829	3L	asRNA:CR45829	ncRNA	26067157
FBgn0052304	obst-I	3L	obst-I	protein_coding	317966
FBgn0052304	obst-I	3L	obst-I	protein_coding	317966
FBgn0052304	obst-I	3L	obst-I	protein_coding	317966
FBgn0052302	CG32302	3L	CG32302	protein_coding	38293
FBgn0052302	CG32302	3L	CG32302	protein_coding	38293
FBgn0052302	CG32302	3L	CG32302	protein_coding	38293
FBgn0041709	yellow-g	3L	yellow-g	protein_coding	38294
FBgn0041709	yellow-g	3L	yellow-g	protein_coding	38294
FBgn0041709	yellow-g	3L	yellow-g	protein_coding	38294
FBgn0052303	tRNA:Cys-GCA-3-1	3L	tRNA:Cys-GCA-3-1	tRNA	3771869
FBgn0052303	tRNA:Cys-GCA-3-1	3L	tRNA:Cys-GCA-3-1	tRNA	3771869
FBgn0052303	tRNA:Cys-GCA-3-1	3L	tRNA:Cys-GCA-3-1	tRNA	3771869
FBgn0035328	yellow-g2	3L	yellow-g2	protein_coding	38295
FBgn0035328	yellow-g2	3L	yellow-g2	protein_coding	38295
FBgn0035328	yellow-g2	3L	yellow-g2	protein_coding	38295
FBgn0264002	MsR2	3L	MsR2	protein_coding	38296
FBgn0264002	MsR2	3L	MsR2	protein_coding	38296
FBgn0264002	MsR2	3L	MsR2	protein_coding	38296
FBgn0266976	lncRNA:CR45427	3L	lncRNA:CR45427	ncRNA	19834841
FBgn0266976	lncRNA:CR45427	3L	lncRNA:CR45427	ncRNA	19834841
FBgn0266976	lncRNA:CR45427	3L	lncRNA:CR45427	ncRNA	19834841
FBgn0266975	lncRNA:CR45426	3L	lncRNA:CR45426	ncRNA	19835472
FBgn0266975	lncRNA:CR45426	3L	lncRNA:CR45426	ncRNA	19835472
FBgn0266975	lncRNA:CR45426	3L	lncRNA:CR45426	ncRNA	19835472
FBgn0035331	MsR1	3L	MsR1	protein_coding	38298
FBgn0035331	MsR1	3L	MsR1	protein_coding	38298
FBgn0035331	MsR1	3L	MsR1	protein_coding	38298
FBgn0035332	CG13801	3L	CG13801	protein_coding	38299
FBgn0035332	CG13801	3L	CG13801	protein_coding	38299
FBgn0035332	CG13801	3L	CG13801	protein_coding	38299
FBgn0035333	CG1317	3L	CG1317	protein_coding	38300
FBgn0035333	CG1317	3L	CG1317	protein_coding	38300
FBgn0035333	CG1317	3L	CG1317	protein_coding	38300
FBgn0035334	CG8993	3L	CG8993	protein_coding	38301
FBgn0035334	CG8993	3L	CG8993	protein_coding	38301
FBgn0035334	CG8993	3L	CG8993	protein_coding	38301
FBgn0035335	mRpL23	3L	mRpL23	protein_coding	38302
FBgn0035335	mRpL23	3L	mRpL23	protein_coding	38302
FBgn0035335	mRpL23	3L	mRpL23	protein_coding	38302
FBgn0035336	CG9004	3L	CG9004	protein_coding	38303
FBgn0035336	CG9004	3L	CG9004	protein_coding	38303
FBgn0035336	CG9004	3L	CG9004	protein_coding	38303
FBgn0035337	CG15877	3L	CG15877	protein_coding	38304
FBgn0035337	CG15877	3L	CG15877	protein_coding	38304
FBgn0035337	CG15877	3L	CG15877	protein_coding	38304
FBgn0266696	Svil	3L	Svil	protein_coding	38306
FBgn0266696	Svil	3L	Svil	protein_coding	38306
FBgn0266696	Svil	3L	Svil	protein_coding	38306
FBgn0261858	Mzt1	3L	Mzt1	protein_coding	10178948
FBgn0261858	Mzt1	3L	Mzt1	protein_coding	10178948
FBgn0261858	Mzt1	3L	Mzt1	protein_coding	10178948
FBgn0052298	CG32298	3L	CG32298	protein_coding	317963
FBgn0052298	CG32298	3L	CG32298	protein_coding	317963
FBgn0052298	CG32298	3L	CG32298	protein_coding	317963
FBgn0052299	CG32299	3L	CG32299	protein_coding	317964
FBgn0052299	CG32299	3L	CG32299	protein_coding	317964
FBgn0052299	CG32299	3L	CG32299	protein_coding	317964
FBgn0035343	CG16762	3L	CG16762	protein_coding	38310
FBgn0035343	CG16762	3L	CG16762	protein_coding	38310
FBgn0035343	CG16762	3L	CG16762	protein_coding	38310
FBgn0035344	Cyp4d20	3L	Cyp4d20	protein_coding	38311
FBgn0035344	Cyp4d20	3L	Cyp4d20	protein_coding	38311
FBgn0035344	Cyp4d20	3L	Cyp4d20	protein_coding	38311
FBgn0035346	CG1146	3L	CG1146	protein_coding	38313
FBgn0035346	CG1146	3L	CG1146	protein_coding	38313
FBgn0035346	CG1146	3L	CG1146	protein_coding	38313
FBgn0035348	CG16758	3L	CG16758	protein_coding	38315
FBgn0035348	CG16758	3L	CG16758	protein_coding	38315
FBgn0035348	CG16758	3L	CG16758	protein_coding	38315
FBgn0266974	lncRNA:CR45425	3L	lncRNA:CR45425	ncRNA	19836246
FBgn0266974	lncRNA:CR45425	3L	lncRNA:CR45425	ncRNA	19836246
FBgn0266974	lncRNA:CR45425	3L	lncRNA:CR45425	ncRNA	19836246
FBgn0010905	Spn	3L	Spn	protein_coding	46194
FBgn0010905	Spn	3L	Spn	protein_coding	46194
FBgn0010905	Spn	3L	Spn	protein_coding	46194
FBgn0266680	lncRNA:CR45170	3L	lncRNA:CR45170	ncRNA	19835698
FBgn0266680	lncRNA:CR45170	3L	lncRNA:CR45170	ncRNA	19835698
FBgn0266680	lncRNA:CR45170	3L	lncRNA:CR45170	ncRNA	19835698
FBgn0260480	CG32295	3L	CG32295	protein_coding	317962
FBgn0260480	CG32295	3L	CG32295	protein_coding	317962
FBgn0260480	CG32295	3L	CG32295	protein_coding	317962
FBgn0010909	msn	3L	msn	protein_coding	44030
FBgn0010909	msn	3L	msn	protein_coding	44030
FBgn0010909	msn	3L	msn	protein_coding	44030
FBgn0261602	RpL8	3L	RpL8	protein_coding	44251
FBgn0261602	RpL8	3L	RpL8	protein_coding	44251
FBgn0261602	RpL8	3L	RpL8	protein_coding	44251
FBgn0016794	dos	3L	dos	protein_coding	38321
FBgn0016794	dos	3L	dos	protein_coding	38321
FBgn0016794	dos	3L	dos	protein_coding	38321
FBgn0062517	CG16984	3L	CG16984	protein_coding	38322
FBgn0062517	CG16984	3L	CG16984	protein_coding	38322
FBgn0062517	CG16984	3L	CG16984	protein_coding	38322
FBgn0028504	CG12182	3L	CG12182	protein_coding	38324
FBgn0028504	CG12182	3L	CG12182	protein_coding	38324
FBgn0028504	CG12182	3L	CG12182	protein_coding	38324
FBgn0035355	CG16985	3L	CG16985	protein_coding	38323
FBgn0035355	CG16985	3L	CG16985	protein_coding	38323
FBgn0035355	CG16985	3L	CG16985	protein_coding	38323
FBgn0035356	CG16986	3L	CG16986	protein_coding	38325
FBgn0035356	CG16986	3L	CG16986	protein_coding	38325
FBgn0035356	CG16986	3L	CG16986	protein_coding	38325
FBgn0011828	Pxn	3L	Pxn	protein_coding	38326
FBgn0011828	Pxn	3L	Pxn	protein_coding	38326
FBgn0011828	Pxn	3L	Pxn	protein_coding	38326
FBgn0267643	lncRNA:CR45981	3L	lncRNA:CR45981	ncRNA	26067308
FBgn0267643	lncRNA:CR45981	3L	lncRNA:CR45981	ncRNA	26067308
FBgn0267643	lncRNA:CR45981	3L	lncRNA:CR45981	ncRNA	26067308
FBgn0267644	lncRNA:CR45982	3L	lncRNA:CR45982	ncRNA	26067309
FBgn0267644	lncRNA:CR45982	3L	lncRNA:CR45982	ncRNA	26067309
FBgn0267644	lncRNA:CR45982	3L	lncRNA:CR45982	ncRNA	26067309
FBgn0267220	lncRNA:CR45660	3L	lncRNA:CR45660	ncRNA	19834989
FBgn0267220	lncRNA:CR45660	3L	lncRNA:CR45660	ncRNA	19834989
FBgn0267220	lncRNA:CR45660	3L	lncRNA:CR45660	ncRNA	19834989
FBgn0035357	MEP-1	3L	MEP-1	protein_coding	38327
FBgn0035357	MEP-1	3L	MEP-1	protein_coding	38327
FBgn0035357	MEP-1	3L	MEP-1	protein_coding	38327
FBgn0250911	CG42245	3L	CG42245	protein_coding	7354428
FBgn0250911	CG42245	3L	CG42245	protein_coding	7354428
FBgn0250911	CG42245	3L	CG42245	protein_coding	7354428
FBgn0035358	CG14949	3L	CG14949	protein_coding	38328
FBgn0035358	CG14949	3L	CG14949	protein_coding	38328
FBgn0035358	CG14949	3L	CG14949	protein_coding	38328
FBgn0035359	CG1143	3L	CG1143	protein_coding	38329
FBgn0035359	CG1143	3L	CG1143	protein_coding	38329
FBgn0035359	CG1143	3L	CG1143	protein_coding	38329
FBgn0035360	CG1246	3L	CG1246	protein_coding	38330
FBgn0035360	CG1246	3L	CG1246	protein_coding	38330
FBgn0035360	CG1246	3L	CG1246	protein_coding	38330
FBgn0027082	ProRS-m	3L	ProRS-m	protein_coding	38331
FBgn0027082	ProRS-m	3L	ProRS-m	protein_coding	38331
FBgn0027082	ProRS-m	3L	ProRS-m	protein_coding	38331
FBgn0259199	Snup	3L	Snup	protein_coding	7354429
FBgn0259199	Snup	3L	Snup	protein_coding	7354429
FBgn0259199	Snup	3L	Snup	protein_coding	7354429
FBgn0259200	CG42304	3L	CG42304	protein_coding	38332
FBgn0259200	CG42304	3L	CG42304	protein_coding	38332
FBgn0259200	CG42304	3L	CG42304	protein_coding	38332
FBgn0264606	Fife	3L	Fife	protein_coding	38337
FBgn0264606	Fife	3L	Fife	protein_coding	38337
FBgn0264606	Fife	3L	Fife	protein_coding	38337
FBgn0053233	CG33233	3L	CG33233	protein_coding	2769005
FBgn0053233	CG33233	3L	CG33233	protein_coding	2769005
FBgn0053233	CG33233	3L	CG33233	protein_coding	2769005
FBgn0053234	CG33234	3L	CG33234	protein_coding	2769006
FBgn0053234	CG33234	3L	CG33234	protein_coding	2769006
FBgn0053234	CG33234	3L	CG33234	protein_coding	2769006
FBgn0052296	Mrtf	3L	Mrtf	protein_coding	38338
FBgn0052296	Mrtf	3L	Mrtf	protein_coding	38338
FBgn0052296	Mrtf	3L	Mrtf	protein_coding	38338
FBgn0020509	Acp62F	3L	Acp62F	protein_coding	38340
FBgn0020509	Acp62F	3L	Acp62F	protein_coding	38340
FBgn0020509	Acp62F	3L	Acp62F	protein_coding	38340
FBgn0035370	Non2	3L	Non2	protein_coding	38341
FBgn0035370	Non2	3L	Non2	protein_coding	38341
FBgn0035370	Non2	3L	Non2	protein_coding	38341
FBgn0035371	AhcyL1	3L	AhcyL1	protein_coding	38342
FBgn0035371	AhcyL1	3L	AhcyL1	protein_coding	38342
FBgn0035371	AhcyL1	3L	AhcyL1	protein_coding	38342
FBgn0035372	CG12093	3L	CG12093	protein_coding	38343
FBgn0035372	CG12093	3L	CG12093	protein_coding	38343
FBgn0035372	CG12093	3L	CG12093	protein_coding	38343
FBgn0044452	Atg2	3L	Atg2	protein_coding	38344
FBgn0044452	Atg2	3L	Atg2	protein_coding	38344
FBgn0044452	Atg2	3L	Atg2	protein_coding	38344
FBgn0035374	mRpS35	3L	mRpS35	protein_coding	38345
FBgn0035374	mRpS35	3L	mRpS35	protein_coding	38345
FBgn0035374	mRpS35	3L	mRpS35	protein_coding	38345
FBgn0035375	Pgant6	3L	Pgant6	protein_coding	38346
FBgn0035375	Pgant6	3L	Pgant6	protein_coding	38346
FBgn0035375	Pgant6	3L	Pgant6	protein_coding	38346
FBgn0263392	Tet	3L	Tet	protein_coding	38347
FBgn0263392	Tet	3L	Tet	protein_coding	38347
FBgn0263392	Tet	3L	Tet	protein_coding	38347
FBgn0265724	lncRNA:CR44531	3L	lncRNA:CR44531	ncRNA	19835534
FBgn0265724	lncRNA:CR44531	3L	lncRNA:CR44531	ncRNA	19835534
FBgn0265724	lncRNA:CR44531	3L	lncRNA:CR44531	ncRNA	19835534
FBgn0035379	spz5	3L	spz5	protein_coding	38350
FBgn0035379	spz5	3L	spz5	protein_coding	38350
FBgn0035379	spz5	3L	spz5	protein_coding	38350
FBgn0262593	Shab	3L	Shab	protein_coding	38352
FBgn0262593	Shab	3L	Shab	protein_coding	38352
FBgn0262593	Shab	3L	Shab	protein_coding	38352
FBgn0035380	CG9970	3L	CG9970	protein_coding	38351
FBgn0035380	CG9970	3L	CG9970	protein_coding	38351
FBgn0035380	CG9970	3L	CG9970	protein_coding	38351
FBgn0052846	CG32846	3L	CG32846	protein_coding	318244
FBgn0052846	CG32846	3L	CG32846	protein_coding	318244
FBgn0052846	CG32846	3L	CG32846	protein_coding	318244
FBgn0054025	CG34025	3L	CG34025	protein_coding	3885633
FBgn0054025	CG34025	3L	CG34025	protein_coding	3885633
FBgn0054025	CG34025	3L	CG34025	protein_coding	3885633
FBgn0035382	Or63a	3L	Or63a	protein_coding	38354
FBgn0035382	Or63a	3L	Or63a	protein_coding	38354
FBgn0035382	Or63a	3L	Or63a	protein_coding	38354
FBgn0265723	lncRNA:CR44530	3L	lncRNA:CR44530	ncRNA	19836224
FBgn0265723	lncRNA:CR44530	3L	lncRNA:CR44530	ncRNA	19836224
FBgn0265723	lncRNA:CR44530	3L	lncRNA:CR44530	ncRNA	19836224
FBgn0035383	CPT2	3L	CPT2	protein_coding	38355
FBgn0035383	CPT2	3L	CPT2	protein_coding	38355
FBgn0035383	CPT2	3L	CPT2	protein_coding	38355
FBgn0035384	CG2113	3L	CG2113	protein_coding	38356
FBgn0035384	CG2113	3L	CG2113	protein_coding	38356
FBgn0035384	CG2113	3L	CG2113	protein_coding	38356
FBgn0035385	FMRFaR	3L	FMRFaR	protein_coding	38357
FBgn0035385	FMRFaR	3L	FMRFaR	protein_coding	38357
FBgn0035385	FMRFaR	3L	FMRFaR	protein_coding	38357
FBgn0052488	CG32488	3L	CG32488	protein_coding	326220
FBgn0052488	CG32488	3L	CG32488	protein_coding	326220
FBgn0052488	CG32488	3L	CG32488	protein_coding	326220
FBgn0052487	CG32487	3L	CG32487	protein_coding	38358
FBgn0052487	CG32487	3L	CG32487	protein_coding	38358
FBgn0052487	CG32487	3L	CG32487	protein_coding	38358
FBgn0004372	aly	3L	aly	protein_coding	45960
FBgn0004372	aly	3L	aly	protein_coding	45960
FBgn0004372	aly	3L	aly	protein_coding	45960
FBgn0035388	CG2162	3L	CG2162	protein_coding	38360
FBgn0035388	CG2162	3L	CG2162	protein_coding	38360
FBgn0035388	CG2162	3L	CG2162	protein_coding	38360
FBgn0040308	Jafrac2	3L	Jafrac2	protein_coding	53577
FBgn0040308	Jafrac2	3L	Jafrac2	protein_coding	53577
FBgn0040308	Jafrac2	3L	Jafrac2	protein_coding	53577
FBgn0035390	scramb2	3L	scramb2	protein_coding	38362
FBgn0035390	scramb2	3L	scramb2	protein_coding	38362
FBgn0035390	scramb2	3L	scramb2	protein_coding	38362
FBgn0052484	Sk2	3L	Sk2	protein_coding	326219
FBgn0052484	Sk2	3L	Sk2	protein_coding	326219
FBgn0052484	Sk2	3L	Sk2	protein_coding	326219
FBgn0052485	CG32485	3L	CG32485	protein_coding	38363
FBgn0052485	CG32485	3L	CG32485	protein_coding	38363
FBgn0052485	CG32485	3L	CG32485	protein_coding	38363
FBgn0035392	CG1271	3L	CG1271	protein_coding	38364
FBgn0035392	CG1271	3L	CG1271	protein_coding	38364
FBgn0035392	CG1271	3L	CG1271	protein_coding	38364
FBgn0035393	CG16753	3L	CG16753	protein_coding	38365
FBgn0035393	CG16753	3L	CG16753	protein_coding	38365
FBgn0035393	CG16753	3L	CG16753	protein_coding	38365
FBgn0266918	CG32486	3L	CG32486	protein_coding	38367
FBgn0266918	CG32486	3L	CG32486	protein_coding	38367
FBgn0266918	CG32486	3L	CG32486	protein_coding	38367
FBgn0035397	PAN3	3L	PAN3	protein_coding	38369
FBgn0035397	PAN3	3L	PAN3	protein_coding	38369
FBgn0035397	PAN3	3L	PAN3	protein_coding	38369
FBgn0003938	snRNA:U5:63BC	3L	snRNA:U5:63BC	snRNA	3771995
FBgn0003938	snRNA:U5:63BC	3L	snRNA:U5:63BC	snRNA	3771995
FBgn0003938	snRNA:U5:63BC	3L	snRNA:U5:63BC	snRNA	3771995
FBgn0035398	Cht7	3L	Cht7	protein_coding	38370
FBgn0035398	Cht7	3L	Cht7	protein_coding	38370
FBgn0035398	Cht7	3L	Cht7	protein_coding	38370
FBgn0052288	tRNA:Cys-GCA-1-1	3L	tRNA:Cys-GCA-1-1	tRNA	3771791
FBgn0052288	tRNA:Cys-GCA-1-1	3L	tRNA:Cys-GCA-1-1	tRNA	3771791
FBgn0052288	tRNA:Cys-GCA-1-1	3L	tRNA:Cys-GCA-1-1	tRNA	3771791
FBgn0052289	tRNA:Cys-GCA-1-2	3L	tRNA:Cys-GCA-1-2	tRNA	3772561
FBgn0052289	tRNA:Cys-GCA-1-2	3L	tRNA:Cys-GCA-1-2	tRNA	3772561
FBgn0052289	tRNA:Cys-GCA-1-2	3L	tRNA:Cys-GCA-1-2	tRNA	3772561
FBgn0052287	tRNA:Cys-GCA-1-3	3L	tRNA:Cys-GCA-1-3	tRNA	3772212
FBgn0052287	tRNA:Cys-GCA-1-3	3L	tRNA:Cys-GCA-1-3	tRNA	3772212
FBgn0052287	tRNA:Cys-GCA-1-3	3L	tRNA:Cys-GCA-1-3	tRNA	3772212
FBgn0052285	tRNA:Lys-CTT-1-12	3L	tRNA:Lys-CTT-1-12	tRNA	3772006
FBgn0052285	tRNA:Lys-CTT-1-12	3L	tRNA:Lys-CTT-1-12	tRNA	3772006
FBgn0052285	tRNA:Lys-CTT-1-12	3L	tRNA:Lys-CTT-1-12	tRNA	3772006
FBgn0052272	tRNA:Lys-CTT-1-13	3L	tRNA:Lys-CTT-1-13	tRNA	3772150
FBgn0052272	tRNA:Lys-CTT-1-13	3L	tRNA:Lys-CTT-1-13	tRNA	3772150
FBgn0052272	tRNA:Lys-CTT-1-13	3L	tRNA:Lys-CTT-1-13	tRNA	3772150
FBgn0052286	tRNA:Cys-GCA-1-4	3L	tRNA:Cys-GCA-1-4	tRNA	3772185
FBgn0052286	tRNA:Cys-GCA-1-4	3L	tRNA:Cys-GCA-1-4	tRNA	3772185
FBgn0052286	tRNA:Cys-GCA-1-4	3L	tRNA:Cys-GCA-1-4	tRNA	3772185
FBgn0266436	CG45066	3L	CG45066	protein_coding	19835136
FBgn0266436	CG45066	3L	CG45066	protein_coding	19835136
FBgn0266436	CG45066	3L	CG45066	protein_coding	19835136
FBgn0266437	CG45067	3L	CG45067	protein_coding	38371
FBgn0266437	CG45067	3L	CG45067	protein_coding	38371
FBgn0266437	CG45067	3L	CG45067	protein_coding	38371
FBgn0026189	promL	3L	promL	protein_coding	38372
FBgn0026189	promL	3L	promL	protein_coding	38372
FBgn0026189	promL	3L	promL	protein_coding	38372
FBgn0052273	tRNA:Met-CAT-2-1	3L	tRNA:Met-CAT-2-1	tRNA	3772117
FBgn0052273	tRNA:Met-CAT-2-1	3L	tRNA:Met-CAT-2-1	tRNA	3772117
FBgn0052273	tRNA:Met-CAT-2-1	3L	tRNA:Met-CAT-2-1	tRNA	3772117
FBgn0035400	CG11537	3L	CG11537	protein_coding	38373
FBgn0035400	CG11537	3L	CG11537	protein_coding	38373
FBgn0035400	CG11537	3L	CG11537	protein_coding	38373
FBgn0267469	lncRNA:CR45819	3L	lncRNA:CR45819	ncRNA	26067147
FBgn0267469	lncRNA:CR45819	3L	lncRNA:CR45819	ncRNA	26067147
FBgn0267469	lncRNA:CR45819	3L	lncRNA:CR45819	ncRNA	26067147
FBgn0035401	Alg2	3L	Alg2	protein_coding	38374
FBgn0035401	Alg2	3L	Alg2	protein_coding	38374
FBgn0035401	Alg2	3L	Alg2	protein_coding	38374
FBgn0035402	Usp5	3L	Usp5	protein_coding	38375
FBgn0035402	Usp5	3L	Usp5	protein_coding	38375
FBgn0035402	Usp5	3L	Usp5	protein_coding	38375
FBgn0263108	BtbVII	3L	BtbVII	protein_coding	38376
FBgn0263108	BtbVII	3L	BtbVII	protein_coding	38376
FBgn0263108	BtbVII	3L	BtbVII	protein_coding	38376
FBgn0266582	ND-30	3L	ND-30	protein_coding	38378
FBgn0266582	ND-30	3L	ND-30	protein_coding	38378
FBgn0266582	ND-30	3L	ND-30	protein_coding	38378
FBgn0035405	CG15812	3L	CG15812	protein_coding	38379
FBgn0035405	CG15812	3L	CG15812	protein_coding	38379
FBgn0035405	CG15812	3L	CG15812	protein_coding	38379
FBgn0024194	rasp	3L	rasp	protein_coding	44098
FBgn0024194	rasp	3L	rasp	protein_coding	44098
FBgn0024194	rasp	3L	rasp	protein_coding	44098
FBgn0035407	Asciz	3L	Asciz	protein_coding	38381
FBgn0035407	Asciz	3L	Asciz	protein_coding	38381
FBgn0035407	Asciz	3L	Asciz	protein_coding	38381
FBgn0052280	CG32280	3L	CG32280	protein_coding	317952
FBgn0052280	CG32280	3L	CG32280	protein_coding	317952
FBgn0052280	CG32280	3L	CG32280	protein_coding	317952
FBgn0052278	CG32278	3L	CG32278	protein_coding	38382
FBgn0052278	CG32278	3L	CG32278	protein_coding	38382
FBgn0052278	CG32278	3L	CG32278	protein_coding	38382
FBgn0052281	CG32281	3L	CG32281	protein_coding	317953
FBgn0052281	CG32281	3L	CG32281	protein_coding	317953
FBgn0052281	CG32281	3L	CG32281	protein_coding	317953
FBgn0035409	CG14963	3L	CG14963	protein_coding	38383
FBgn0035409	CG14963	3L	CG14963	protein_coding	38383
FBgn0035409	CG14963	3L	CG14963	protein_coding	38383
FBgn0035410	CG14964	3L	CG14964	protein_coding	38384
FBgn0035410	CG14964	3L	CG14964	protein_coding	38384
FBgn0035410	CG14964	3L	CG14964	protein_coding	38384
FBgn0283724	Girdin	3L	Girdin	protein_coding	38385
FBgn0283724	Girdin	3L	Girdin	protein_coding	38385
FBgn0283724	Girdin	3L	Girdin	protein_coding	38385
FBgn0260026	CG42494	3L	CG42494	protein_coding	8674087
FBgn0260026	CG42494	3L	CG42494	protein_coding	8674087
FBgn0260026	CG42494	3L	CG42494	protein_coding	8674087
FBgn0052284	CG32284	3L	CG32284	protein_coding	317956
FBgn0052284	CG32284	3L	CG32284	protein_coding	317956
FBgn0052284	CG32284	3L	CG32284	protein_coding	317956
FBgn0035412	CG14957	3L	CG14957	protein_coding	38386
FBgn0035412	CG14957	3L	CG14957	protein_coding	38386
FBgn0035412	CG14957	3L	CG14957	protein_coding	38386
FBgn0260430	CG42525	3L	CG42525	protein_coding	8674097
FBgn0260430	CG42525	3L	CG42525	protein_coding	8674097
FBgn0260430	CG42525	3L	CG42525	protein_coding	8674097
FBgn0035413	CG14958	3L	CG14958	protein_coding	38387
FBgn0035413	CG14958	3L	CG14958	protein_coding	38387
FBgn0035413	CG14958	3L	CG14958	protein_coding	38387
FBgn0035414	CG14965	3L	CG14965	protein_coding	38388
FBgn0035414	CG14965	3L	CG14965	protein_coding	38388
FBgn0035414	CG14965	3L	CG14965	protein_coding	38388
FBgn0001233	Hsp83	3L	Hsp83	protein_coding	38389
FBgn0001233	Hsp83	3L	Hsp83	protein_coding	38389
FBgn0001233	Hsp83	3L	Hsp83	protein_coding	38389
