NCBI gene (formerly Entrezgene) ID	Gene stable ID	Chromosome/scaffold name	Gene Synonym	Gene type	Gene name
	ENSRNOG00000063568	3		lncRNA	
685425	ENSRNOG00000014059	2	LOC685425	protein_coding	Odf2l
685425	ENSRNOG00000014059	2	RGD1308397	protein_coding	Odf2l
	ENSRNOG00000068219	8		snoRNA	U3
	ENSRNOG00000025797	9		protein_coding	AABR07068417.1
	ENSRNOG00000030963	5		pseudogene	
288001	ENSRNOG00000030387	11	alpha-1-MAP	protein_coding	Kng1
288001	ENSRNOG00000030387	11	Kng1l1	protein_coding	Kng1
288001	ENSRNOG00000030387	11	MGC108747	protein_coding	Kng1
140943	ENSRNOG00000013733	9	Pp4r1	protein_coding	Ppp4r1
120094480	ENSRNOG00000066680	8		snoRNA	
	ENSRNOG00000067896	3		lncRNA	
116663	ENSRNOG00000023896	7	MGC93276	protein_coding	Dusp6
116663	ENSRNOG00000023896	7	MKP-3	protein_coding	Dusp6
116663	ENSRNOG00000023896	7	Mkp3	protein_coding	Dusp6
120094427	ENSRNOG00000057236	8		snRNA	U1
405054	ENSRNOG00000062575	10		protein_coding	Olr1431
	ENSRNOG00000070221	3		lncRNA	
120094476	ENSRNOG00000057172	8		snoRNA	Gm24262
116696	ENSRNOG00000019128	9	LOC501189	protein_coding	St8sia4
116696	ENSRNOG00000019128	9	Siat8d	protein_coding	St8sia4
29725	ENSRNOG00000007395	5	BAT	protein_coding	Baat
29725	ENSRNOG00000007395	5	kan-1	protein_coding	Baat
29725	ENSRNOG00000007395	5	MGC108728	protein_coding	Baat
192268	ENSRNOG00000031612	7	Ga	protein_coding	Gls2
192268	ENSRNOG00000031612	7	GLS	protein_coding	Gls2
	ENSRNOG00000070795	3		lncRNA	
	ENSRNOG00000067770	8		snRNA	U6
363253	ENSRNOG00000018639	9	LOC363253	protein_coding	Zfand2b
363253	ENSRNOG00000018639	9	MGC116391	protein_coding	Zfand2b
363253	ENSRNOG00000018639	9	RGD1306260	protein_coding	Zfand2b
288054	ENSRNOG00000021469	11	LOC288054	protein_coding	Ccdc14
288054	ENSRNOG00000021469	11	RGD1562189	protein_coding	Ccdc14
	ENSRNOG00000062964	3		lncRNA	
	ENSRNOG00000070390	10		protein_coding	
	ENSRNOG00000067193	8		snRNA	U6
25706	ENSRNOG00000017679	1	CCK-BR	protein_coding	Cckbr
25706	ENSRNOG00000017679	1	CCK2-R	protein_coding	Cckbr
25706	ENSRNOG00000017679	1	Cck2r	protein_coding	Cckbr
363675	ENSRNOG00000042044	10	LOC363675	protein_coding	Stard3
314772	ENSRNOG00000004717	7	Dspg3	protein_coding	Epyc
314772	ENSRNOG00000004717	7	LOC314772	protein_coding	Epyc
363542	ENSRNOG00000003137	10	LOC363542	protein_coding	Septin12
363542	ENSRNOG00000003137	10	Sept12	protein_coding	Septin12
	ENSRNOG00000065897	3		lncRNA	
171016	ENSRNOG00000001809	11	HPRG	protein_coding	Hrg
171016	ENSRNOG00000001809	11	HRG1	protein_coding	Hrg
	ENSRNOG00000067210	8		pseudogene	
120094431	ENSRNOG00000062705	8		snRNA	U7
	ENSRNOG00000052827	3		lncRNA	AABR07052085.2
	ENSRNOG00000060204	8		snoRNA	AABR07069301.1
298071	ENSRNOG00000008945	5	LOC298071	protein_coding	Nans
287521	ENSRNOG00000002894	10	LOC287521	protein_coding	Mnt
	ENSRNOG00000064762	3		lncRNA	
	ENSRNOG00000053742	8		snRNA	U6
287006	ENSRNOG00000013792	9	GST-2	protein_coding	Slco6c1
287006	ENSRNOG00000013792	9	LOC287006	protein_coding	Slco6c1
287367	ENSRNOG00000053943	10	MGC94156	protein_coding	Cops3
287367	ENSRNOG00000053943	10	SGN3	protein_coding	Cops3
688173	ENSRNOG00000068106	10	LOC688173	protein_coding	Tcap
	ENSRNOG00000065163	3		lncRNA	
	ENSRNOG00000058998	8		snRNA	U4
100362040	ENSRNOG00000030738	9		protein_coding	
282712	ENSRNOG00000027468	7	Ntt73	protein_coding	Slc6a15
64521	ENSRNOG00000023338	2	Tspan-2	protein_coding	Tspan2
89804	ENSRNOG00000008587	5	Tie-2	protein_coding	Tek
89804	ENSRNOG00000008587	5	Tie2	protein_coding	Tek
304495	ENSRNOG00000025702	12	Fbxl10	protein_coding	Kdm2b
304495	ENSRNOG00000025702	12	LOC304495	protein_coding	Kdm2b
	ENSRNOG00000055520	8		snoRNA	AABR07068932.1
140669	ENSRNOG00000018697	9	MGC93242	protein_coding	Abcb6
140669	ENSRNOG00000018697	9	MTABC3	protein_coding	Abcb6
	ENSRNOG00000063354	3		lncRNA	
29717	ENSRNOG00000060528	10		protein_coding	Cacna1g
120094448	ENSRNOG00000059346	8		snoRNA	Gm24896
246253	ENSRNOG00000001821	11	Acdc	protein_coding	Adipoq
246253	ENSRNOG00000001821	11	Acrp30	protein_coding	Adipoq
246253	ENSRNOG00000001821	11	Adid	protein_coding	Adipoq
24661	ENSRNOG00000046057	10		protein_coding	Pnmt
362998	ENSRNOG00000053498	7	LOC362998	protein_coding	Dnajc22
362998	ENSRNOG00000053498	7	RGD1311098	protein_coding	Dnajc22
299757	ENSRNOG00000004179	7	LOC299757	protein_coding	Nts
120094492	ENSRNOG00000057805	8		snoRNA	AABR07073466.1
497867	ENSRNOG00000003224	10	LOC497867	protein_coding	Nudt16l1
301626	ENSRNOG00000019043	9	LOC102550808	protein_coding	Pdcd1
301626	ENSRNOG00000019043	9	LOC301626	protein_coding	Pdcd1
	ENSRNOG00000068686	3		lncRNA	
	ENSRNOG00000053802	7		protein_coding	AABR07058899.1
120094411	ENSRNOG00000051997	8		snRNA	U6
287527	ENSRNOG00000003233	10	LOC287527	protein_coding	Serpinf2
120094430	ENSRNOG00000058887	8		snRNA	U7
363150	ENSRNOG00000020847	8	LOC363150	protein_coding	Elp6
363150	ENSRNOG00000020847	8	RGD1305478	protein_coding	Elp6
363150	ENSRNOG00000020847	8	Tmem103	protein_coding	Elp6
	ENSRNOG00000066346	11		pseudogene	
	ENSRNOG00000069326	3		lncRNA	
316639	ENSRNOG00000018051	9	LOC316639	protein_coding	Farp2
50872	ENSRNOG00000050983	5	Nvjp2	protein_coding	Hpcal4
50872	ENSRNOG00000050983	5	NVL-2	protein_coding	Hpcal4
50872	ENSRNOG00000050983	5	NVP-2	protein_coding	Hpcal4
50872	ENSRNOG00000050983	5	VILIP-2	protein_coding	Hpcal4
313236	ENSRNOG00000008922	5	LOC313236	protein_coding	Trim14
363662	ENSRNOG00000066893	10	LOC360587	protein_coding	Bcas3
363662	ENSRNOG00000066893	10	LOC363662	protein_coding	Bcas3
363662	ENSRNOG00000066893	10	RGD1560788	protein_coding	Bcas3
303292	ENSRNOG00000016212	10	LOC303292	protein_coding	Ankfy1
683212	ENSRNOG00000047393	7	CK-18	protein_coding	Krt18
683212	ENSRNOG00000047393	7	K18	protein_coding	Krt18
683212	ENSRNOG00000047393	7	Krt1-18	protein_coding	Krt18
683212	ENSRNOG00000047393	7	MGC109143	protein_coding	Krt18
294853	ENSRNOG00000047393	7	CK-18	protein_coding	Krt18
294853	ENSRNOG00000047393	7	K18	protein_coding	Krt18
294853	ENSRNOG00000047393	7	Krt1-18	protein_coding	Krt18
294853	ENSRNOG00000047393	7	MGC109143	protein_coding	Krt18
120094485	ENSRNOG00000055522	8		snoRNA	Gm25346
287368	ENSRNOG00000003332	10	LOC287368	protein_coding	Nt5m
303905	ENSRNOG00000023463	11	LOC303905	protein_coding	Parp9
303905	ENSRNOG00000023463	11	MGC156739	protein_coding	Parp9
303905	ENSRNOG00000023463	11	RGD1307534	protein_coding	Parp9
	ENSRNOG00000068224	3		lncRNA	
	ENSRNOG00000055808	8		snoRNA	AABR07069066.1
303606	ENSRNOG00000009006	10	LOC303606	protein_coding	Ccdc47
303606	ENSRNOG00000009006	10	RGD1308813	protein_coding	Ccdc47
301440	ENSRNOG00000022899	9	Fzd7	protein_coding	Cdk15
301440	ENSRNOG00000022899	9	LOC301440	protein_coding	Cdk15
688174	ENSRNOG00000046143	10	LOC688174	protein_coding	Pgap3
688174	ENSRNOG00000046143	10	MGC187648	protein_coding	Pgap3
688174	ENSRNOG00000046143	10	Perld1	protein_coding	Pgap3
681352	ENSRNOG00000029855	7	LOC363003	protein_coding	Letmd1
681352	ENSRNOG00000029855	7	LOC681352	protein_coding	Letmd1
681352	ENSRNOG00000029855	7	MGC188743	protein_coding	Letmd1
681352	ENSRNOG00000029855	7	RGD1310591	protein_coding	Letmd1
	ENSRNOG00000054061	3		lncRNA	AABR07052327.1
120094497	ENSRNOG00000059871	8		snoRNA	Gm25439
295342	ENSRNOG00000012630	2	LOC295342	protein_coding	Rhoc
681429	ENSRNOG00000050473	8	LOC681429	protein_coding	Rps27l
	ENSRNOG00000070815	3		lncRNA	
120094505	ENSRNOG00000060943	8		snoRNA	Gm25417
363254	ENSRNOG00000018975	9	LOC363254	protein_coding	Atg9a
363254	ENSRNOG00000018975	9	MGC105908	protein_coding	Atg9a
363254	ENSRNOG00000018975	9	RGD1310450	protein_coding	Atg9a
286923	ENSRNOG00000014302	5	DAP-3	protein_coding	Dlgap3
286923	ENSRNOG00000014302	5	Dap3	protein_coding	Dlgap3
286923	ENSRNOG00000014302	5	SAPAP3	protein_coding	Dlgap3
288003	ENSRNOG00000001816	11	LOC288003	protein_coding	Rfc4
	ENSRNOG00000064472	3		lncRNA	
120094438	ENSRNOG00000056523	8		snRNA	U1
64455	ENSRNOG00000003348	10	MGC116281	protein_coding	Rasd1
25306	ENSRNOG00000003873	10	gp180	protein_coding	Cpd
	ENSRNOG00000070490	3		lncRNA	
	ENSRNOG00000056506	8		snRNA	U4
316628	ENSRNOG00000020322	9	LOC316628	protein_coding	Asb1
	ENSRNOG00000062511	3		lncRNA	
120093065	ENSRNOG00000047098	1	Glna1	protein_coding	Hbb-b1
120093065	ENSRNOG00000047098	1	MGC72973	protein_coding	Hbb-b1
120093065	ENSRNOG00000047098	1	LOC689064	protein_coding	Hbb-b1
100134871	ENSRNOG00000047098	1	Glna1	protein_coding	Hbb-b1
100134871	ENSRNOG00000047098	1	MGC72973	protein_coding	Hbb-b1
100134871	ENSRNOG00000047098	1	LOC689064	protein_coding	Hbb-b1
689064	ENSRNOG00000047098	1	Glna1	protein_coding	Hbb-b1
689064	ENSRNOG00000047098	1	MGC72973	protein_coding	Hbb-b1
689064	ENSRNOG00000047098	1	LOC689064	protein_coding	Hbb-b1
361619	ENSRNOG00000047098	1	Glna1	protein_coding	Hbb-b1
361619	ENSRNOG00000047098	1	MGC72973	protein_coding	Hbb-b1
361619	ENSRNOG00000047098	1	LOC689064	protein_coding	Hbb-b1
24440	ENSRNOG00000047098	1	Glna1	protein_coding	Hbb-b1
24440	ENSRNOG00000047098	1	MGC72973	protein_coding	Hbb-b1
24440	ENSRNOG00000047098	1	LOC689064	protein_coding	Hbb-b1
170925	ENSRNOG00000019252	9	GST-1	protein_coding	Slco6b1
170925	ENSRNOG00000019252	9	Tst1	protein_coding	Slco6b1
29598	ENSRNOG00000004026	7	Pmca1	protein_coding	Atp2b1
29598	ENSRNOG00000004026	7	Pmca1a	protein_coding	Atp2b1
29598	ENSRNOG00000004026	7	Pmca1b	protein_coding	Atp2b1
29598	ENSRNOG00000004026	7	Pmca1c	protein_coding	Atp2b1
120094503	ENSRNOG00000055172	8		snoRNA	AABR07070189.1
58964	ENSRNOG00000020721	8	NDK 6	protein_coding	Nme6
58964	ENSRNOG00000020721	8	Nm23-R6	protein_coding	Nme6
65132	ENSRNOG00000017325	10	cld-7	protein_coding	Cldn7
65132	ENSRNOG00000017325	10	MGC124679	protein_coding	Cldn7
	ENSRNOG00000068942	3		lncRNA	
363767	ENSRNOG00000001627	11	LOC363767	protein_coding	Abi3bp
363767	ENSRNOG00000001627	11	RGD1562717	protein_coding	Abi3bp
315308	ENSRNOG00000019653	7	Csnrp2	protein_coding	Csrnp2
315308	ENSRNOG00000019653	7	LOC315308	protein_coding	Csrnp2
315308	ENSRNOG00000019653	7	RGD1308916	protein_coding	Csrnp2
288006	ENSRNOG00000021992	11	LOC288006	protein_coding	Rtp1
288006	ENSRNOG00000021992	11	RGD1560980	protein_coding	Rtp1
120094544	ENSRNOG00000054821	8		snRNA	U4
	ENSRNOG00000019107	9		protein_coding	
	ENSRNOG00000063325	3		lncRNA	
24337	ENSRNOG00000006450	10	C-erbB-2	protein_coding	Erbb2
24337	ENSRNOG00000006450	10	HER2/neu	protein_coding	Erbb2
24337	ENSRNOG00000006450	10	neu	protein_coding	Erbb2
24337	ENSRNOG00000006450	10	p185erbB2	protein_coding	Erbb2
24337	ENSRNOG00000006450	10	p185neu	protein_coding	Erbb2
29675	ENSRNOG00000011463	5		protein_coding	Psmb2
	ENSRNOG00000068517	8		snRNA	U6
362518	ENSRNOG00000006800	5	LOC362518	protein_coding	Pgap4
362518	ENSRNOG00000006800	5	MGC109354	protein_coding	Pgap4
362518	ENSRNOG00000006800	5	RGD1307218	protein_coding	Pgap4
362518	ENSRNOG00000006800	5	Tmem246	protein_coding	Pgap4
	ENSRNOG00000062704	3		lncRNA	
315337	ENSRNOG00000028679	7	LOC315337	protein_coding	Hoxc13
315337	ENSRNOG00000028679	7	RGD1563984	protein_coding	Hoxc13
500502	ENSRNOG00000026323	5	Afaf	protein_coding	Eqtn
500502	ENSRNOG00000026323	5	LOC500502	protein_coding	Eqtn
300846	ENSRNOG00000058120	8	MGC93772	protein_coding	Tinag
	ENSRNOG00000065508	8		snRNA	U6
	ENSRNOG00000066285	3		lncRNA	
286965	ENSRNOG00000007999	7	Ms1	protein_coding	Abra
286965	ENSRNOG00000007999	7	Stars	protein_coding	Abra
295500	ENSRNOG00000012947	2	LOC295500	protein_coding	Metap1
	ENSRNOG00000064419	8		snRNA	U6
315311	ENSRNOG00000028879	7	k-NBC3	protein_coding	Slc4a8
315311	ENSRNOG00000028879	7	LOC315311	protein_coding	Slc4a8
287446	ENSRNOG00000027628	10	DERP6	protein_coding	Elp5
287446	ENSRNOG00000027628	10	Rai12	protein_coding	Elp5
303607	ENSRNOG00000009474	10	LOC303607	protein_coding	Ddx42
25511	ENSRNOG00000054423	10	Pempt	protein_coding	Pemt
25511	ENSRNOG00000054423	10	PLMT	protein_coding	Pemt
300262	ENSRNOG00000016116	7	LOC300262	protein_coding	Hoxc12
298079	ENSRNOG00000011497	5	LOC298079	protein_coding	Aldh1b1
	ENSRNOG00000064954	8		snRNA	U6
313596	ENSRNOG00000027595	5	LOC313596	protein_coding	Tfap2e
313596	ENSRNOG00000027595	5	RGD1563297	protein_coding	Tfap2e
313596	ENSRNOG00000027595	5	Tcfap2e	protein_coding	Tfap2e
363255	ENSRNOG00000019052	9	LOC363255	protein_coding	Ankzf1
363255	ENSRNOG00000019052	9	RGD1359242	protein_coding	Ankzf1
	ENSRNOG00000070057	3		lncRNA	
501060	ENSRNOG00000030073	8	LOC501060	protein_coding	Prss44
501060	ENSRNOG00000030073	8	RGD1560940	protein_coding	Prss44
501060	ENSRNOG00000030073	8	Tessp4	protein_coding	Prss44
681359	ENSRNOG00000009224	10	Dnase1l2	protein_coding	E4f1
681359	ENSRNOG00000009224	10	LOC287114	protein_coding	E4f1
681359	ENSRNOG00000009224	10	LOC681359	protein_coding	E4f1
	ENSRNOG00000067180	8		snRNA	U6
84014	ENSRNOG00000013461	9	MGC108645	protein_coding	Ralbp1
84014	ENSRNOG00000013461	9	RIP1	protein_coding	Ralbp1
84014	ENSRNOG00000013461	9	RLIP76	protein_coding	Ralbp1
	ENSRNOG00000070878	5		protein_coding	
	ENSRNOG00000066525	3		lncRNA	
102555445	ENSRNOG00000064464	7		protein_coding	
58820	ENSRNOG00000001789	11	Zbp-89	protein_coding	Zfp148
58820	ENSRNOG00000001789	11	Znf148	protein_coding	Zfp148
120100122	ENSRNOG00000065588	8		snRNA	U6
120100121	ENSRNOG00000065588	8		snRNA	U6
120094552	ENSRNOG00000065588	8		snRNA	U6
302938	ENSRNOG00000003234	10	LOC302938	protein_coding	Mgrn1
302938	ENSRNOG00000003234	10	RGD1311862	protein_coding	Mgrn1
29591	ENSRNOG00000007036	5	Alk5	protein_coding	Tgfbr1
29591	ENSRNOG00000007036	5	MGC93659	protein_coding	Tgfbr1
29591	ENSRNOG00000007036	5	Skr4	protein_coding	Tgfbr1
29591	ENSRNOG00000007036	5	tbetaR-I	protein_coding	Tgfbr1
29591	ENSRNOG00000007036	5	Tgfr-1	protein_coding	Tgfbr1
120094562	ENSRNOG00000057055	8		snRNA	U6
303831	ENSRNOG00000001815	11	LOC303831	protein_coding	Eif4a2
303831	ENSRNOG00000001815	11	MGC94588	protein_coding	Eif4a2
60326	ENSRNOG00000004117	7	kv2.3r	protein_coding	Kcnv1
60326	ENSRNOG00000004117	7	Kv8.1	protein_coding	Kcnv1
316421	ENSRNOG00000033923	9	Aox2p	protein_coding	Aox2
316421	ENSRNOG00000033923	9	Aox3l1	protein_coding	Aox2
120094506	ENSRNOG00000060841	8		snoRNA	AABR07070851.2
287447	ENSRNOG00000017352	10	LOC287447	protein_coding	Ctdnep1
287115	ENSRNOG00000009536	10	AUM	protein_coding	Pgp
287115	ENSRNOG00000009536	10	G3PP	protein_coding	Pgp
287115	ENSRNOG00000009536	10	LOC287115	protein_coding	Pgp
287115	ENSRNOG00000009536	10	RGD1307773	protein_coding	Pgp
301617	ENSRNOG00000016888	9	LOC301617	protein_coding	Pask
301617	ENSRNOG00000016888	9	MGC93882	protein_coding	Pask
297890	ENSRNOG00000008338	5	LOC297890	protein_coding	Bsdc1
297890	ENSRNOG00000008338	5	RGD1311622	protein_coding	Bsdc1
287357	ENSRNOG00000003066	10	LOC287357	protein_coding	Wnt9a
120094401	ENSRNOG00000055565	8		snRNA	U6
116718	ENSRNOG00000009718	10	LOC100909787	protein_coding	Pex12
116718	ENSRNOG00000009718	10	PAF-3	protein_coding	Pex12
303300	ENSRNOG00000002669	10	LOC303300	protein_coding	Cluh
303300	ENSRNOG00000002669	10	RGD1307222	protein_coding	Cluh
282845	ENSRNOG00000001331	12	MGC93980	protein_coding	Rnf34
282845	ENSRNOG00000001331	12	Momo	protein_coding	Rnf34
	ENSRNOG00000067492	8		snoRNA	
301026	ENSRNOG00000024330	8	LOC301026	protein_coding	Ngp
25401	ENSRNOG00000004390	7	CART-1	protein_coding	Alx1
25401	ENSRNOG00000004390	7	Cart1	protein_coding	Alx1
25401	ENSRNOG00000004390	7	CART1X	protein_coding	Alx1
293262	ENSRNOG00000064069	1		protein_coding	Olr126
681370	ENSRNOG00000009611	10	LOC681370	protein_coding	Bricd5
24781	ENSRNOG00000020138	9	AE 3	protein_coding	Slc4a3
24781	ENSRNOG00000020138	9	Ae3	protein_coding	Slc4a3
24781	ENSRNOG00000020138	9	Aep3	protein_coding	Slc4a3
24781	ENSRNOG00000020138	9	B3RP-3	protein_coding	Slc4a3
310756	ENSRNOG00000012946	2	Capza1	protein_coding	Mov10
310756	ENSRNOG00000012946	2	LOC310756	protein_coding	Mov10
64154	ENSRNOG00000003506	10		protein_coding	Gosr2
	ENSRNOG00000059993	8		snRNA	U4
362516	ENSRNOG00000008159	5	LOC362516	protein_coding	Msantd3
362516	ENSRNOG00000008159	5	RGD1308165	protein_coding	Msantd3
300257	ENSRNOG00000012985	7	LOC300257	protein_coding	Pfdn5
303608	ENSRNOG00000009857	10	LOC303608	protein_coding	Ftsj3
120094555	ENSRNOG00000066368	8		snRNA	U6
58974	ENSRNOG00000017417	10		protein_coding	Gabarap
303398	ENSRNOG00000003517	10		protein_coding	Tbx2
362547	ENSRNOG00000009045	5	LOC362547	protein_coding	Alg6
362547	ENSRNOG00000009045	5	MGC124652	protein_coding	Alg6
	ENSRNOG00000068372	8		snoRNA	
303188	ENSRNOG00000060615	10	LOC303188	protein_coding	Rai1
84384	ENSRNOG00000050846	1	Fxc1	protein_coding	Timm10b
84384	ENSRNOG00000050846	1	tim10b	protein_coding	Timm10b
84384	ENSRNOG00000050846	1	Tim9b	protein_coding	Timm10b
367112	ENSRNOG00000011193	8	LOC367112	protein_coding	Hmgcll1
367112	ENSRNOG00000011193	8	RGD1565090	protein_coding	Hmgcll1
58853	ENSRNOG00000005964	5	NOR-2	protein_coding	Nr4a3
288772	ENSRNOG00000003127	7	LOC288772	protein_coding	Spryd4
288772	ENSRNOG00000003127	7	MGC116283	protein_coding	Spryd4
288772	ENSRNOG00000003127	7	RGD1306649	protein_coding	Spryd4
297891	ENSRNOG00000008693	5	Stk22c	protein_coding	Tssk3
297891	ENSRNOG00000008693	5	Tssk-3	protein_coding	Tssk3
25570	ENSRNOG00000005048	7	TRH-R	protein_coding	Trhr
120094496	ENSRNOG00000054357	8	AABR07071332.1	snoRNA	Gm24638
316764	ENSRNOG00000025527	9	Ccdc165	protein_coding	Mtcl1
316764	ENSRNOG00000025527	9	LOC316764	protein_coding	Mtcl1
316764	ENSRNOG00000025527	9	RGD1308319	protein_coding	Mtcl1
316764	ENSRNOG00000025527	9	Soga2	protein_coding	Mtcl1
120094522	ENSRNOG00000066631	8		snoRNA	
102549694	ENSRNOG00000066227	9		protein_coding	
84587	ENSRNOG00000032659	9	LOC84587	protein_coding	Plcl1
84587	ENSRNOG00000032659	9	p130	protein_coding	Plcl1
84587	ENSRNOG00000032659	9	PLC-L1	protein_coding	Plcl1
84587	ENSRNOG00000032659	9	PRIP1	protein_coding	Plcl1
64226	ENSRNOG00000009667	10	Gbl	protein_coding	Mlst8
64226	ENSRNOG00000009667	10	MGC114322	protein_coding	Mlst8
360719	ENSRNOG00000002701	11	LOC360719	protein_coding	Hgd
120094490	ENSRNOG00000051738	8		snoRNA	AABR07070314.1
405911	ENSRNOG00000066296	1		protein_coding	Olr127
363710	ENSRNOG00000066553	10	ratchr10_random-311207-310245_ORF	protein_coding	Olr1525
287080	ENSRNOG00000066553	10	ratchr10_random-311207-310245_ORF	protein_coding	Olr1525
	ENSRNOG00000032529	7		pseudogene	Olr920
25714	ENSRNOG00000004878	7	MRF4AA	protein_coding	Myf6
25714	ENSRNOG00000004878	7	myf-6	protein_coding	Myf6
500554	ENSRNOG00000042787	5	LOC500554	protein_coding	Fam229a
500554	ENSRNOG00000042787	5	RGD1564163	protein_coding	Fam229a
303399	ENSRNOG00000003544	10	LOC303399	protein_coding	Tbx4
303193	ENSRNOG00000028341	10	LOC303193	protein_coding	Alkbh5
303193	ENSRNOG00000028341	10	RGD1309496	protein_coding	Alkbh5
	ENSRNOG00000060720	8		snRNA	U4
301525	ENSRNOG00000019243	9	LOC301525	protein_coding	Glb1l
679272	ENSRNOG00000046245	7		protein_coding	AABR07057423.1
683313	ENSRNOG00000070470	7		protein_coding	Krt6a
300258	ENSRNOG00000013343	7	C12orf10	protein_coding	Myg1
300258	ENSRNOG00000013343	7	MGC95325	protein_coding	Myg1
303828	ENSRNOG00000001785	11	LOC303828	protein_coding	Etv5
	ENSRNOG00000062356	1		protein_coding	
360807	ENSRNOG00000001238	12		protein_coding	Rsrc2
120094501	ENSRNOG00000059989	8	AABR07070602.1	snoRNA	Gm24257
316409	ENSRNOG00000038569	9	Hsfy1	protein_coding	Hsfy2
316409	ENSRNOG00000038569	9	LOC316409	protein_coding	Hsfy2
360617	ENSRNOG00000007227	10	LOC360617	protein_coding	Mien1
360617	ENSRNOG00000007227	10	RGD1306682	protein_coding	Mien1
360550	ENSRNOG00000017657	10	MGC94192	protein_coding	Phf23
	ENSRNOG00000022022	10		pseudogene	AC128967.1
81827	ENSRNOG00000010038	10	LOC81827	protein_coding	Psmc5
81827	ENSRNOG00000010038	10	p45/SUG	protein_coding	Psmc5
81827	ENSRNOG00000010038	10	Sug1	protein_coding	Psmc5
81827	ENSRNOG00000010038	10	TRIP1	protein_coding	Psmc5
	ENSRNOG00000068344	8		snRNA	U2
83572	ENSRNOG00000002755	10	LIS-1	protein_coding	Pafah1b1
83572	ENSRNOG00000002755	10	LIS1	protein_coding	Pafah1b1
120094432	ENSRNOG00000059831	8		snRNA	U7
373542	ENSRNOG00000018181	9	MGC94619	protein_coding	Stk25
	ENSRNOG00000028427	10		protein_coding	AABR07030524.1
	ENSRNOG00000066537	8		snRNA	U2
25653	ENSRNOG00000016793	2	TSH-B	protein_coding	Tshb
25653	ENSRNOG00000016793	2	TSH-beta	protein_coding	Tshb
	ENSRNOG00000070314	7		lncRNA	
63845	ENSRNOG00000008034	5	TR-1	protein_coding	Tmeff1
24797	ENSRNOG00000001837	11	Smst	protein_coding	Sst
24797	ENSRNOG00000001837	11	SRIF	protein_coding	Sst
24797	ENSRNOG00000001837	11	SS-14	protein_coding	Sst
24797	ENSRNOG00000001837	11	SS-28	protein_coding	Sst
299762	ENSRNOG00000004585	7	LOC299762	protein_coding	Tmtc2
299762	ENSRNOG00000004585	7	RGD1309848	protein_coding	Tmtc2
690115	ENSRNOG00000051291	1	Dnhd1-ps1	protein_coding	Dnhd1
690115	ENSRNOG00000051291	1	LOC690093	protein_coding	Dnhd1
690115	ENSRNOG00000051291	1	LOC690115	protein_coding	Dnhd1
83466	ENSRNOG00000053889	8	Megf2	protein_coding	Celsr3
	ENSRNOG00000054323	8		snoRNA	AABR07071534.1
302948	ENSRNOG00000005269	10	LOC302948	protein_coding	Srl
	ENSRNOG00000069543	7		lncRNA	
120094528	ENSRNOG00000055949	8		snoRNA	Gm23008
303251	ENSRNOG00000017915	10	Dvl-2	protein_coding	Dvl2
303251	ENSRNOG00000017915	10	LOC303251	protein_coding	Dvl2
363642	ENSRNOG00000068462	10		protein_coding	Olr1509
	ENSRNOG00000065127	5		protein_coding	
	ENSRNOG00000068902	7		lncRNA	
	ENSRNOG00000068931	2		protein_coding	
286927	ENSRNOG00000019294	9	F52	protein_coding	Stk16
286927	ENSRNOG00000019294	9	MPSK	protein_coding	Stk16
286927	ENSRNOG00000019294	9	PKL12	protein_coding	Stk16
286927	ENSRNOG00000019294	9	TSF-1	protein_coding	Stk16
316412	ENSRNOG00000024085	9	Als2cr4	protein_coding	Tmem237
316412	ENSRNOG00000024085	9	LOC316412	protein_coding	Tmem237
301618	ENSRNOG00000016974	9	MGC105784	protein_coding	Ppp1r7
301618	ENSRNOG00000016974	9	Sds22	protein_coding	Ppp1r7
300259	ENSRNOG00000013445	7	LOC300259	protein_coding	Aaas
500929	ENSRNOG00000053468	7	LOC500929	protein_coding	Tuba1b
500929	ENSRNOG00000053468	7	RGD1565476	protein_coding	Tuba1b
500929	ENSRNOG00000053468	7	Tuba1	protein_coding	Tuba1b
500929	ENSRNOG00000053468	7	Tuba1a	protein_coding	Tuba1b
64158	ENSRNOG00000053468	7	LOC500929	protein_coding	Tuba1b
64158	ENSRNOG00000053468	7	RGD1565476	protein_coding	Tuba1b
64158	ENSRNOG00000053468	7	Tuba1	protein_coding	Tuba1b
64158	ENSRNOG00000053468	7	Tuba1a	protein_coding	Tuba1b
78968	ENSRNOG00000003463	10	ADD-1	protein_coding	Srebf1
78968	ENSRNOG00000003463	10	ADD1	protein_coding	Srebf1
78968	ENSRNOG00000003463	10	SREBP-1	protein_coding	Srebf1
78968	ENSRNOG00000003463	10	SREBP-1c	protein_coding	Srebf1
78968	ENSRNOG00000003463	10	Srebp1	protein_coding	Srebf1
304486	ENSRNOG00000028523	12	LOC304486	protein_coding	Tctn1
304486	ENSRNOG00000028523	12	RGD1566266	protein_coding	Tctn1
	ENSRNOG00000067326	7		lncRNA	
83579	ENSRNOG00000047799	8	gbeta5	protein_coding	Gnb5
83579	ENSRNOG00000047799	8	MGC105255	protein_coding	Gnb5
685179	ENSRNOG00000031135	7	LOC685179	protein_coding	Smarcc2
689897	ENSRNOG00000038355	11	LOC689897	protein_coding	Crygs
59105	ENSRNOG00000042524	10	MCA-32	protein_coding	Milr1
